id,label,type,primaryCategory,allCategories,country,city,nodeDescription,startDate,endDate,latitude,longitude,SIC,url
04961H,Atomenergoeksport,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Wholesale Trade;Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Moscow,,1994-07-29,,55.7516335,37.6187042,4911,
91020F,EES,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,,,2001-12-20,,64.6863136,97.7453061,4911,
71665A,PetroHungaria Kft,Company,Mining,Mining;Mining;Mining;,Hungary,Budapest,,2007-09-10,,47.4983815,19.0404707,1382,
91843A,VVNP(Czechoslovakia),Company,Mining,Mining;,Czech Republic,,,,,49.8167003,15.4749544,1311,
53803R,Litwin/ACP,Company,Services,Services;,Kazakhstan,,,1993-03-08,,47.2286086,65.2093197,8711,
58404E,Med Feeder Italia,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,,,,,42.6384261,12.674297,4412,
67203F,OOO Yuzhuralneft,Company,Mining,Mining;Mining;Mining;,Russian Fed,Orenburg,,,,51.7674507,55.0971196,1311,
74317R,Proger SpA,Company,Services,Construction;Construction;Construction;Construction;Construction;Services;,Italy,Rome,,,,41.8935085,12.4825526,8711,
29640E,Eser,Company,Mining,Mining;,Turkey,,,1993-11-29,,38.9597594,34.9249653,1311,
670875,OMV AG,Company,Mining,Mining;Mining;Mining;,Austria,Vienna,,1991-12-06,,48.2083537,16.3725042,1311,
2A0818,Moses Ltd,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;Manufacturing;,Italy,,,,,42.6384261,12.674297,3824,
67788X,Oil Exploration Co,Company,Mining,Mining;,Iraq,,,,,33.0955793,44.1749775,1382,
29710K,Energy Gostar Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Iran,,,,,32.9407496,52.9471344,4911,
3A2618,Rosseti PAO,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Russian Fed,Moscow,,,,55.7516335,37.6187042,4911,
90372X,Ukraine Oil International Inc,Company,Mining,Mining;Mining;,Ukraine,Chernigov,,1995-05-12,,51.494099,31.294332,1311,
74442Q,Public Power Corp SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Athens,,,,37.9841493,23.7279843,4911,
00090I,ACT Operators,Company,Mining,Mining;,Italy,,,,,42.6384261,12.674297,1311,
29576Y,Etra SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Bassano Del Grappa (Vi),,,,45.7669109,11.7343469,4939,
59141Y,Metanifera di Gavirate SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Services;",Italy,Gavirate,,,,45.840076,8.71983,4911,
65486E,Nizhnevolzhskneft,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1382,
29331I,Enichem Augusta SpA(Enichem),Company,Manufacturing,Manufacturing;Manufacturing;,Italy,Milan,,1992-01-16,,45.4667971,9.1904984,2819,
29331M,Polimeri Europa SpA,Company,Manufacturing,Manufacturing;,Italy,Milan,,,,45.4667971,9.1904984,2819,
38100A,Goldenport Holdings Inc,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Athens,,,,37.9841493,23.7279843,4412,
87988V,Telesis Securities SA,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Greece,Athens,,,,37.9841493,23.7279843,6211,
5A8208,Gevasol Engineering Ltd,Company,Services,Wholesale Trade;Services;,Israel,Haifa,,,,32.8191218,34.9983856,8711,
47625H,Israel Land Dvlp Co Energy Ltd,Company,Mining,Mining;Mining;Mining;,Israel,Tel Aviv,,,,32.0804808,34.7805274,1311,
52727P,Leumi & Co,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Israel,Tel Aviv,,,,32.0804808,34.7805274,6211,
50059V,Kopelouzos Group,Company,Mining,Mining;,Russian Fed,,,1995-01-13,,64.6863136,97.7453061,1311,
59120X,Metro Exploration,Company,Mining,Mining;Mining;Mining;,Greece,,,,,39.000041,21.9999569,1311,
29606J,Edasz Rt(Hungary),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Hungary,Gyor,,,,47.687609,17.6346815,4911,
29606F,Emasz,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Hungary,Miskolc,,1998-12-15,,48.1031517,20.7902158,4911,
48282Q,KELAG Kaerntner Elektrizitaets,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Austria,Klagenfurt,,,,46.6228162,14.3079604,4911,
9046RJ,Undisclosed Russian Co,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
38498V,Elektrik Uretim AS,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Ankara,,,,39.9220794,32.853758,4911,
26361M,Dublin Intl Petroleum(Egypt),Company,Mining,Mining;Mining;Mining;,Egypt,,,,,26.2540493,29.2675469,1311,
98493L,OAO Yantar'energo,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Kaliningrad,,2001-12-20,,54.7066422,20.5105166,4911,
85731H,State Petroleum Institute for,Company,Mining,Services;Services;Mining;,Azerbaijan,,,1994-06-12,,40.3936294,47.7872508,1311,
03697K,Arabia Inv Dvlp Fin Inv Hldg,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Wholesale Trade;Wholesale Trade;Manufacturing;Wholesale Trade;Manufacturing;Finance, Insurance, And Real Estate;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;Manufacturing;Retail Trade;Services;Finance, Insurance, And Real Estate;Manufacturing;Retail Trade;Mining;Mining;Services;",Egypt,Cairo,,,,30.0488185,31.2436663,4911,
31776A,Finest SpA,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Italy,Podenone,,,,,,6211,
45611W,Intl Aerospace Mgmt co,Company,Services,Manufacturing;Manufacturing;Services;Manufacturing;Manufacturing;Manufacturing;,Italy,,,,,42.6384261,12.674297,8711,
45498E,Iride SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Torino,,,,45.0709201,7.685972,4939,
59006N,Merloni Progetti Energia SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,,,,,42.6384261,12.674297,4911,
67018Y,Noyabrskneftegaz,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
49735F,KChKhK,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;Manufacturing;,Russian Fed,Kirovo-Chepetsk,,,,58.5421963,50.0340889,2819,
74443R,Public Gas Corp SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Athens,,2008-01-25,,37.9841493,23.7279843,4922,
46225W,Iouski,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
04321Y,Arup Srl,Company,Services,Services;Services;Services;,Italy,Milan,,,,45.4667971,9.1904984,8711,
91032Z,ZAO United Financial Group,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Russian Fed,Moscow,,,,55.7516335,37.6187042,6211,
76776A,RITEK,Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,1993-01-31,,55.7516335,37.6187042,1311,
90469F,RAO EES Rossii,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Russian Fed,Moscow,,2008-01-29,,55.7516335,37.6187042,4911,
55384Z,Societa per il Mercato dei,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Italy,Rome,,,,41.8935085,12.4825526,6211,
74267A,Privredna Banka Zagreb,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Croatia,,,,,45.5643442,17.0118954,6211,
44928M,ICI Hungary Ltd,Company,Manufacturing,Manufacturing;Manufacturing;,Hungary,,,,,47.1817585,19.5060937,2819,
28224Q,EFG Hermes Holdings SAE,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Egypt,6th Of October City,,,,30.0748284,31.2726162,6211,
